Sample Name	Extract Name	Protocol REF	Protocol REF	Comment[library name]	Protocol REF	Parameter Value[library mid]	Term Source REF	Term Accession Number	Protocol REF	Comment[technology type]	Hybridization Assay Name	Array Design REF	Protocol REF	Array Data File	Comment[Raw Data file archive]	Protocol REF	Normalization Name	Derived Array Data File	Comment[Processed Data Archive file]
GSM1584812 extract 1	GSM1584812 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584812 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584812	A-GEOD-13534	P-GSE64950-7	GSM1584812_Mars500_S12_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584812_sample_table.txt norm	GSM1584812_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584812 extract 1	GSM1584812 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584812 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584812	A-GEOD-13534	P-GSE64950-7	GSM1584812_Mars500_S12_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584812_sample_table.txt norm	GSM1584812_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584811 extract 1	GSM1584811 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584811 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584811	A-GEOD-13534	P-GSE64950-7	GSM1584811_Mars500_S11_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584811_sample_table.txt norm	GSM1584811_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584811 extract 1	GSM1584811 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584811 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584811	A-GEOD-13534	P-GSE64950-7	GSM1584811_Mars500_S11_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584811_sample_table.txt norm	GSM1584811_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584810 extract 1	GSM1584810 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584810 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584810	A-GEOD-13534	P-GSE64950-7	GSM1584810_Mars500_S10_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584810_sample_table.txt norm	GSM1584810_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584810 extract 1	GSM1584810 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584810 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584810	A-GEOD-13534	P-GSE64950-7	GSM1584810_Mars500_S10_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584810_sample_table.txt norm	GSM1584810_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584809 extract 1	GSM1584809 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584809 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584809	A-GEOD-13534	P-GSE64950-7	GSM1584809_Mars500_S09_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584809_sample_table.txt norm	GSM1584809_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584809 extract 1	GSM1584809 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584809 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584809	A-GEOD-13534	P-GSE64950-7	GSM1584809_Mars500_S09_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584809_sample_table.txt norm	GSM1584809_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584808 extract 1	GSM1584808 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584808 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584808	A-GEOD-13534	P-GSE64950-7	GSM1584808_Mars500_S08_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584808_sample_table.txt norm	GSM1584808_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584808 extract 1	GSM1584808 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584808 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584808	A-GEOD-13534	P-GSE64950-7	GSM1584808_Mars500_S08_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584808_sample_table.txt norm	GSM1584808_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584807 extract 1	GSM1584807 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584807 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584807	A-GEOD-13534	P-GSE64950-7	GSM1584807_Mars500_S07_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584807_sample_table.txt norm	GSM1584807_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584807 extract 1	GSM1584807 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584807 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584807	A-GEOD-13534	P-GSE64950-7	GSM1584807_Mars500_S07_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584807_sample_table.txt norm	GSM1584807_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584806 extract 1	GSM1584806 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584806 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584806	A-GEOD-13534	P-GSE64950-7	GSM1584806_Mars500_S06_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584806_sample_table.txt norm	GSM1584806_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584806 extract 1	GSM1584806 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584806 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584806	A-GEOD-13534	P-GSE64950-7	GSM1584806_Mars500_S06_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584806_sample_table.txt norm	GSM1584806_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584805 extract 1	GSM1584805 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584805 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584805	A-GEOD-13534	P-GSE64950-7	GSM1584805_Mars500_S05_Red.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584805_sample_table.txt norm	GSM1584805_sample_table.txt	*E-GEOD-64950.processed.1.zip
GSM1584805 extract 1	GSM1584805 extract 1	P-GSE64950-4	P-GSE64950-5	GSM1584805 LE 1	library construction	Cy5 and Cy3			P-GSE64950-6	array assay	GSM1584805	A-GEOD-13534	P-GSE64950-7	GSM1584805_Mars500_S05_Grn.idat	*E-GEOD-64950.raw.1.zip	P-GSE64950-1	GSM1584805_sample_table.txt norm	GSM1584805_sample_table.txt	*E-GEOD-64950.processed.1.zip
